0  0.031048	0.0633539	0.0915405	0.144348	-0.182288	-0.266575	-0.187212	0.171714	0.0832471
190  0.0114717	0.00801977	0.0220355	0.0780309	-0.172391	-0.257573	-0.220464	0.178708	0.0750171
