0     0.0050 0.0396  0.0577 0.0344 -0.1352 -0.2417 -0.2017 -0.1626 0.0175
103  -0.0236 0.0180  0.0407 0.0131 -0.1218 -0.2465 -0.2112 -0.1673 0.0095
207  -0.0070 -0.0265 0.0046 0.0106 -0.1121 -0.2532 -0.2279 -0.1814 0.0239
311  -0.0355 -0.0108 0.0061 0.0042 -0.1190 -0.2504 -0.2269 -0.1922 0.0117
416  -0.0214 -0.0099 0.0099 0.0071 -0.1240 -0.2535 -0.2291 -0.1821 0.0253
