0 -0.0868119 -0.0932349 0.0187398 0.0250516 -0.248038 -0.256945 -0.202941 -0.196547 -0.047776
350  -0.0918872 -0.0928744 0.0143678 0.0245953 -0.242686 -0.250743 -0.201989 -0.179425 -0.0559355
690 -0.108474 -0.105399 0.015099 0.00994367 -0.243606 -0.245586 -0.197862 -0.170838 -0.0454796
1380 -0.103123 -0.106011 0.0077728 0.00914058 -0.239307 -0.251804 -0.203801 -0.186258 -0.0541801
2080 -0.119329 -0.111677 0.00491326 0.000827714 -0.230358 -0.251821 -0.197966 -0.195048 -0.0702762
