0 0 0 0 0 0 0 0 0
103 -0.0286 -0.0216 -0.017 -0.0213 0.0134 -0.0048 -0.0095 -0.0047
207 -0.012 -0.0661 -0.0531 -0.0238 0.0231 -0.0115 -0.0262 -0.0188
311 -0.0405 -0.0504 -0.0516 -0.0302 0.0162 -0.0087 -0.0252 -0.0296
416 -0.0264 -0.0495 -0.0478 -0.0273 0.0112 -0.0118 -0.0274 -0.0195
