0 0 0 0 0 0 0 0 0
350 -0.0050753 0.0003605 -0.004372 -0.0004563 0.005352 0.006202 0.000952 0.017122
690 -0.0216621 -0.0121641 -0.0036408 -0.0151079 0.004432 0.011359 0.005079 0.025709
1380 -0.0163111 -0.0127761 -0.010967 -0.015911 0.008731 0.005141 -0.00086 0.010289
2880 -0.0325171 -0.0184421 -0.0138265 -0.0242239 0.01768 0.005124 0.004975 0.001499
