-3.90178	0.0797344	0.900196
-3.739206	0.384682	0.874712
-3.576632	1.93029	0.864172
-3.414057	7.45505	0.793711
-3.251483	23.1063	0.774939
-3.088909	59.6927	0.740538
-2.926335	131.11	0.795988
-2.76376	247.808	1.02685
-2.60119	404.093	1.43752
-2.43861	596.447	2.13381
-2.27604	776.585	3.12175
-2.11346	914.611	4.0166
-1.95089	995.833	4.53375
-1.78831	1031.42	3.95454
-1.62574	1024.93	2.83244
-1.46317	992.647	1.60466
-1.30059	955.405	0.724013
-1.13802	921.953	0.269088
-0.97544	900.531	0.0891764
-0.81287	884.222	0.0157447
-0.6503	865.17	0.00299894
-0.48772	837.228	0
-0.32515	798.326	0
-0.16257	757.174	0
0	731.578	0
0.16258	736.073	0
0.32515	766.677	0
0.48772	808.149	0
0.6503	845.065	0.00225148
0.81287	870.508	0.0172316
0.97545	885.613	0.0861921
1.13802	902.412	0.215104
1.3006	925.859	0.594352
1.46317	959.246	1.49828
1.62574	996.45	2.86911
1.78832	1025.65	4.49871
1.95089	1025.28	5.97357
2.11347	981.752	6.2861
2.27604	892.482	5.08381
2.43861	739.124	3.97392
2.60119	550.895	2.62932
2.76376	366.984	1.61901
2.92634	219.303	1.01111
3.08891	111.928	0.822209
3.25149	48.709	0.762204
3.41406	17.7864	0.738211
3.57663	5.46446	0.781703
3.73921	1.42445	0.780979
3.90178	0.294794	0.853663
4.06436	0.0573015	0.884442
