0  -0.0803443 -0.0798408 0.0272208 0.0252511 -0.244336 -0.252601 -0.214783 -0.189221  -0.0435286
20 -0.0789494 -0.0824184 0.0348449 0.0228575 -0.237606 -0.249519 -0.233063 -0.205022 -0.0597419
50 -0.0570045 -0.0611228 0.0348208 0.0292669 -0.175534 -0.194927 -0.222679 -0.182571 -0.0114098
