0    0.0132 0.0396 0.0432 0.0569 -0.2353 -0.1254 -0.1991 -0.1612 0.0186
10   0.0126 0.0404 0.0419 0.0563 -0.2346 -0.1388 -0.1986 -0.1670 0.0002
40   0.0171 0.044  0.0461 0.0611 -0.2298 -0.1019 -0.1984 -0.1545 0.0112
50   0.0176 0.0507 0.0432 0.0674 -0.2276 -0.0847 -0.2062 -0.1562 0.0479
60   0.0164 0.0524 0.0419 0.0678 -0.1832 -0.0560 -0.1696 -0.1193 0.0386
