0  0.031048	0.0633539	0.0915405	0.144348	-0.182288	-0.266575	-0.187212	0.171714	0.0832471
7  0.035111	0.052742	0.0896631	0.14593	        -0.185695	-0.263736	-0.197515	0.150861	0.0923126
15  0.030717	0.0507082	0.106669	0.125204	-0.175436	-0.259534	-0.187536	0.129866	0.0736733
34  0.0163342	0.046257	0.0727365	0.144623	-0.163721	-0.238409	-0.183502	0.125029	0.0487024
50  0.0286803	0.0472884	0.0559004	0.143924	-0.127905	-0.246592	-0.13919  	0.175028	0.0115281
60  0.0580206	0.0452019	0.0382553	0.155048	-0.103401	-0.217306	-0.134853	0.232061	0.00348103
