1.16667 -0.00896587 	-0.00755344 	-0.0103783
1.16667 0.0244599 	0.0274534 	0.0214663
2.21428 0.0719012 	0.0602613 	0.0835412
2.21428 0.0826976 	0.0668811 	0.0985141
3.26191 -0.0861347 	-0.0685195 	-0.10375
3.26191 -0.239476 	-0.240482 	-0.238471
4.2619 -0.097781 	-0.0839291 	-0.111633
4.59524 0.118444 	0.119438 	0.11745
4.59524 -0.0721974 	-0.0706316 	-0.0737633
