1.30952	0.00712289 	0.00450635
1.30952	-0.00274647 	0.0041549
2.30952	0.0598987 	0.00558857
2.30952	0.0608429	0.00537729
3.40476	-0.241625 	0.0079977     (S)
3.40476	-0.238285 	0.00963235    (R)
4.16667	-0.243074 	0.0108463
5.02381	-0.167836 	0.0156159     (R)
5.02381	0.0732742 	0.0145822     (S)
