0.9 0.0426666    0.0466445
0.9 0.0569406    0.0498179
1.8 0.0570063    0.058058
1.8 0.126138     0.120818
3.1 -0.153322    0.160864
3.1 -0.218152    0.218773
3.6 0.171045     0.388865
5 0.109495     0.111903
5 -0.0473216   0.115047
