1.15	-0.0647		-0.0703
1.15	-0.0601		-0.0694
1.95	0.0332		0.0319
1.95	0.0599		0.0508
3.45	-0.2911		-0.2965
3.45	-0.2932		-0.3037
4.35	-0.3176		-0.3225
5.45	0.1450		0.1373
5.45	-0.2767		-0.2831
