0.8 0.0308759      0.031048
0.8 0.0571907      0.0633539
1.7 0.0889067      0.0915405
1.7 0.142965       0.144348
3.05 -0.176554      0.182288
3.05 -0.261365      0.266575
3.65 -0.18566       0.187212
4.6 0.171045       0.171714
4.6 0.0819486      0.0832471
