# From Bechinger and Seelig. Chem. Phys. Lipids 58 1 (1991)
#
#	http://dx.doi.org/10.1016/0009-3084(91)90105-K
#
# POPC. 296.15K.
#
# 2H-NMR.
#
#	wt%H2O		|S_CD|
#beta:
	10.52139	0.01855
	10.88871	0.02071
	13.19223	0.02311
	13.73129	0.02520
	16.02748	0.02806
	16.98825	0.02995
	22.24375	0.03471
	26.57454	0.03946
	28.27055	0.04042
	35.66639	0.04246
	40.36083	0.04252
	51.37849	0.04316
	70.01081	0.04304

#alpha:
	10.33804	0.07968
	11.60440	0.08047
	15.48170	0.06924
	15.95108	0.06676
	17.94169	0.06492
	21.15158	0.06183
	21.87154	0.06129
	25.25990	0.05657
	29.86755	0.05211
	33.91416	0.05127
	37.68511	0.04973
	47.93393	0.04758
	58.30618	0.04744
	61.49407	0.04766
	64.53284	0.04842

