# From Tamm and Seelig.
# Biochemistry 22 1474 (1983).
#
#   http://dx.doi.org/10.1021/bi00275a023
#
# POPC.
#
# 2H-NMR. Absolute values of order parameters
# as a function of temperature.


#T (K) 		|S_CD|
#beta:
 273.15240	0.05332
 278.20609	0.05184
 283.16455	0.05014
 288.28003	0.04743
 293.24121	0.04542
 298.14713	0.04274
 303.11099	0.04034
 308.18768	0.03854
 313.19037	0.03643

#alpha:
 268.18646	0.04079
 273.18097	0.04581
 278.10837	0.04642
 283.19525	0.04773
 288.18524	0.04848
 293.19452	0.04776
 298.20099	0.04735
 303.22806	0.04713
 308.22833	0.04611
 313.25412	0.04581
