# Klauda et al.		10-12-13
# (130 ns)		(25 ns)

1  0.0640569395018	0.0738207
1  0.0640569395018	0.0722581

2  0.0382197830468	0.0251479
2  0.0382197830468	0.0248203

3  0.250207949235	0.254695
3  0.239283111092	0.251028

4  0.200840372165	0.209637

5  0.174994640484	0.1858
5  0.0380139776187	0.0635338
