# Submitted to nmrlipids.blogspot.fi by Fernando Favela on 24 Feb 2015.
#
#  http://nmrlipids.blogspot.com/p/the-project-has-been-success-by-this-far.html
#
# The part of trajectories used for this analysis available here:
# http://dx.doi.org/10.5281/zenodo.16830
#
#
# 298K, 170 ns, last 100 ns analyzed. 
#
# 
# 


# 	%-chol	S_CH 
# beta:
	0 	-0.0785491
	10	-0.074933
	15	-0.0763316
	20	-0.0769468
	25	-0.0733977
	35	-0.0709656
	50	-0.0587991

	0 	-0.0755386
	10	-0.0747184
	15	-0.0732579
	20	-0.0798268
	25	-0.0741427
	35	-0.0711295
	50	-0.0588513

# alpha:
	0	0.0319465
	10	0.0351914
	15	0.034499
	20	0.0290063
	25	0.0325615
	35	0.0311872
	50	0.0351381

	0	0.0361459
	10	0.032811
	15	0.032106
	20	0.0322479
	25	0.0334818
	35	0.0340432
	50	0.0397916

# g3:
         0	-0.227496
	 10	-0.223356
	 15	-0.225296
	 20	-0.227651
	 25	-0.213655
	 35	-0.205347
	 50	-0.167323

	 0	-0.242729
	 10	-0.240598
	 15	-0.24325
	 20	-0.26764
	 25	-0.235616
	 35	-0.253777
	 50	-0.176903

# g2:
	 0	-0.195523
	 10	-0.200112
	 15	-0.208481
	 20	-0.215797
	 25	-0.210437
	 35	-0.210023
	 50	-0.190131

# g1:
	 0	-0.170298
	 10	-0.168967
	 15	-0.183819
	 20	-0.205274
	 25	-0.185558
	 35	-0.201767
	 50	-0.154057

	 0	-0.0484553
	 10	-0.0484017
	 15	-0.0526509
	 20	-0.0248629
	 25	-0.0481203
	 35	-0.0288445
	 50	-0.0271718

