# Submitted to nmrlipids.blogspot.fi by Matti Javaneinen on 13 Sep 2013.
#
# Slipids. POPC. 298K. 150mM NaCl.
# 512 lipids. 40 waters/lipid. PME. 300ns.

# beta:
1 0.0239
1 0.0596

# alpha:
2 0.0645
2 0.0464

# g3:
3 0.0268
3 0.0328

# g2:
4 0.0397 

# g1:
5 0.1023
5 0.1622
