0.6 0.0510405      0.0500613
0.6 0.0643061      0.0629653
1.6 0.103433       0.0995867
1.6 0.153471       0.149136
3.2 -0.177112      0.170976
3.2 -0.251111      0.250223
4.2 -0.166239      0.163619
4.7 0.138638       0.146137
4.7 0.0849596      0.0793917
