0.785715 -0.046 # average of the two (splitting was within 0.002)
2.02381  0.088 # average of the two (splitting was within 0.002)
3.35714 -0.206 # g3s
3.35714 -0.291 # g3r
3.59524 -0.182
5.21429  0.013 # g1s
5.21429 -0.132 # g1r
