30  0.00748809	0.00207533	0.0545097	0.045745	0.235635	0.249676	0.237135	0.00896994	0.185189
7  0.00193685	0.0113128	0.0970218	0.071266	0.275509	0.293224	0.292735	0.00133936	0.220194
