60  0.0497808 0.0364245 0.043142 0.081317 -0.219468 -0.218196 -0.195602 0.055947 0.148023
7   0.0697789 0.0664954 0.0655785 0.0934174 -0.210631 -0.208754 -0.209792 0.0604148 0.153043

