31.1  -0.0784416 -0.0853033 0.0283049 0.0350252 -0.242142 -0.251571 -0.196443 -0.189925 -0.0382485
15 -0.0735126 -0.0743626 0.0403368 0.0495685 -0.232776 -0.249669 -0.19611 -0.186082 -0.0656782 
7  -0.0387681	-0.0445522	0.0583866	0.0542297	-0.26265	-0.281384	-0.221691	-0.204945	-0.055684
