40  0.0377699	0.0315015	0.0746454	0.107449	0.281756	0.252941	0.340715	0.0725948	0.160618
7   0.0847185	0.0841955	0.110526	0.131081	0.297044	0.259541	0.388505	0.0701775	0.188395
