50 0.0404 0.0044 0.0588 0.0330 0.2443 0.1358 0.2046 0.1651 0.0177
25 0.0362 0.0033 0.0520 0.0331 0.2413 0.1245 0.2091 0.1609 0.0118
20 0.0345 0.0161 0.0545 0.0417 0.2448 0.1606 0.2024 0.1692 0.0086
15 0.0486 0.0190 0.0659 0.0459 0.2461 0.1553 0.2016 0.1696 0.0131
10 0.0559 0.0516 0.0755 0.0717 0.2598 0.1972 0.2050 0.1815 0.0108
5  0.0929 0.0713 0.1150 0.0864 0.2505 0.1958 0.1851 0.1596 0.0032

