31 -0.00560454	-0.00217966	0.0536293	0.0448201	-0.245545	-0.252044	-0.262736	0.0511501	-0.175693
7  -0.00141544	0.0213605	0.0955012	0.0519893	-0.264756	-0.257289	-0.291778	0.0521743	-0.21231

