30  0.0738207	0.0722581	0.0251479	0.0248203	0.251028	0.254695	0.209637	0.1858	0.0635338
7  0.0387681	0.0445522	0.0583866	0.0542297	0.26265	0.281384	0.221691	0.204945	0.055684
