60 0.031048	0.0633539	0.0915405	0.144348	0.182288	0.266575	0.187212	0.171714	0.0832471
7 0.0501548	0.0949825	0.10217	0.155117	0.159406	0.233005	0.202919	0.194872	0.0638497
